city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga
Bekasi,575,669,4,3,1,1984,SHM,Sedang,-6.214747959573657,106.8415874940615,3955157389
Depok,84,309,3,3,1,2021,SHM,Sedang,-6.396189238801475,106.90355145175265,1325542075
Jakarta Timur,455,460,3,2,1,2017,HGB,Baru,-6.403370638205477,106.853742907063,4453112568
Tangerang,48,261,5,5,2,2007,HGB,Sedang,-6.378507334583448,106.89332718902376,1364351231
Depok,71,276,5,4,2,2021,SHM,Baru,-6.1816509139527485,106.94171970034895,1215155931
Tangerang,136,202,1,1,2,2022,SHM,Sedang,-6.346618048655785,106.79978786014726,1216602610
Bogor,121,220,5,5,0,2011,SHM,Sedang,-6.4425139036637225,106.95157397619799,1219588512
Bekasi,551,562,7,6,2,2003,SHM,Bagus,-6.119538972773018,106.7321331535249,4054828902
Jakarta Pusat,258,494,6,5,1,1985,SHM,Bagus,-6.390600304261781,106.76668353760844,4331863099
Jakarta Timur,373,630,3,2,2,1989,HGB,Baru,-6.446654634848176,106.69387059837675,4522056645
Jakarta Timur,201,335,5,4,2,1982,SHM,Baru,-6.367003939165837,106.79661657962728,2878295864
Jakarta Selatan,418,639,1,1,3,1986,HGB,Bagus,-6.367739924508653,106.80157105434373,6261297522
Tangerang,411,566,4,4,1,2008,SHM,Sedang,-6.302298162203997,106.93768659110633,3458075393
Jakarta Barat,506,647,6,5,2,2013,HGB,Bagus,-6.127863558974987,106.88900181449269,5774677784
Jakarta Timur,66,223,5,4,0,1986,SHM,Baru,-6.142285278777315,106.81975121860982,1368759405
Tangerang,410,671,3,3,3,1996,HGB,Sedang,-6.29008690575615,106.8886764731596,4087266686
Tangerang,46,328,4,3,2,1992,SHM,Baru,-6.306185033252867,106.69689067216503,1153432208
Jakarta Utara,337,565,7,7,3,2000,HGB,Sedang,-6.255746819733802,106.73768689152588,4531863942
Jakarta Utara,131,410,3,2,3,2010,SHM,Bagus,-6.364791095809882,106.88062331367736,2323844902
Jakarta Pusat,225,514,4,3,0,1988,SHM,Bagus,-6.431735252811773,106.8852373821521,3954151079
Bogor,488,655,7,7,0,1992,SHM,Bagus,-6.121271552340077,106.92772309078637,3693011733
Jakarta Pusat,227,273,7,6,0,1996,SHM,Butuh Renovasi,-6.384655355292989,106.80895992289716,3003882536
Depok,521,723,6,5,1,1987,HGB,Baru,-6.380559744764,106.91121731091717,4317252285
Jakarta Barat,301,514,3,2,3,1988,SHM,Baru,-6.284638884901118,106.89887370641927,4080530289
Depok,459,704,5,4,2,1988,HGB,Bagus,-6.277935329305884,106.98828588107835,3964163347
Depok,163,186,5,5,0,2019,SHM,Sedang,-6.4435480266047405,106.7488416724559,1522421109
Jakarta Selatan,273,546,1,1,0,2009,SHM,Baru,-6.39821584142911,106.85653746040084,4700673092
Depok,390,433,4,3,3,1986,HGB,Sedang,-6.3176458135037405,106.87256462147535,3200770173
Jakarta Pusat,147,302,1,1,3,1996,HGB,Sedang,-6.210694257271311,106.99956732317895,2406839319
Jakarta Timur,481,679,2,2,3,2018,SHM,Bagus,-6.370053540108822,106.74437892549334,5491582332
Jakarta Timur,378,539,5,5,2,2017,HGB,Bagus,-6.301944943815383,106.84742976638954,4672266391
Jakarta Utara,180,413,4,3,1,1984,HGB,Bagus,-6.254929227349236,106.79077929846837,2933794867
Jakarta Barat,100,262,6,6,1,1996,HGB,Bagus,-6.138992626881848,106.84828574994528,2067648926
Jakarta Barat,282,397,1,1,0,2019,SHM,Sedang,-6.335875324185507,106.754281152673,3247020711
Jakarta Selatan,525,617,6,6,1,1980,HGB,Baru,-6.4032546069477805,106.6952359610968,7186609017
Jakarta Pusat,474,515,6,6,2,1995,SHM,Bagus,-6.278754720935837,106.86322094524726,6162656553
Jakarta Utara,141,424,6,5,1,1996,HGB,Bagus,-6.188647439410578,106.78747338107547,2422023751
Jakarta Barat,216,425,1,1,2,2009,SHM,Bagus,-6.4115490850315435,106.7382212485595,3217088358
Jakarta Timur,219,424,2,1,0,2010,HGB,Bagus,-6.301360777906064,106.78365938114497,2735744543
Depok,261,480,7,6,3,2014,HGB,Sedang,-6.443775200558131,106.69576966446328,2721439584
Depok,124,403,7,7,2,1987,SHM,Bagus,-6.438254286423462,106.98414151490883,2015864566
Jakarta Utara,565,700,1,1,3,2009,SHM,Baru,-6.280966322874167,106.86596733279144,5137150069
Jakarta Pusat,406,511,7,6,0,2018,HGB,Baru,-6.345630945647175,106.94072597803105,5548638121
Jakarta Pusat,434,551,3,3,2,2000,SHM,Bagus,-6.154212445348105,106.81539782321528,6249925680
Bogor,141,377,7,7,2,1994,SHM,Bagus,-6.239245992855741,106.96906069362117,1950335367
Bekasi,306,405,5,5,1,2013,SHM,Sedang,-6.291123463389953,106.83466183089672,2725696681
Jakarta Barat,538,798,1,1,2,2006,HGB,Bagus,-6.307222620130997,106.86366250310422,6153275833
Jakarta Pusat,560,845,7,6,0,1981,HGB,Sedang,-6.275964081933653,106.83737407362005,8525975237
Jakarta Timur,67,169,1,1,3,1989,HGB,Butuh Renovasi,-6.435846409075569,106.91464905467765,971908773
Jakarta Utara,428,490,2,1,2,1984,SHM,Baru,-6.137522325252768,106.86132994483266,4211732178
Bogor,75,249,3,3,0,2006,SHM,Sedang,-6.100593895493114,106.76691165554573,1092103865
Tangerang,253,534,1,1,0,1983,SHM,Baru,-6.386479506299455,106.72657265002326,2670932986
Jakarta Selatan,117,409,5,5,2,1992,Girik,Bagus,-6.407865962328883,106.87395980444255,3084632195
Tangerang,236,461,7,7,1,1996,SHM,Bagus,-6.399747887792992,106.83653758769505,2589060580
Depok,482,488,5,5,2,2000,SHM,Sedang,-6.218640529617971,106.71071222294276,3299862375
Jakarta Selatan,463,589,7,7,2,2002,HGB,Bagus,-6.218495706542229,106.80659758905385,6785352920
Jakarta Barat,73,164,1,1,1,2012,HGB,Sedang,-6.153226543202556,106.84472845504015,777725645
Jakarta Timur,246,435,6,6,0,1994,SHM,Bagus,-6.186860764050811,106.94460583482419,3305186899
Jakarta Selatan,479,531,7,6,2,1993,SHM,Bagus,-6.292608614320731,106.70435233786668,6517000973
Bekasi,362,603,6,6,1,1988,SHM,Baru,-6.235500623452138,106.79151851143872,3291820673
Tangerang,262,393,3,3,3,2023,HGB,Sedang,-6.209100365371197,106.94324995926732,2364070101
Jakarta Barat,83,194,5,5,3,2016,SHM,Baru,-6.270542235400171,106.88749565816691,1612901846
Bekasi,53,59,6,5,1,2009,HGB,Bagus,-6.283522155441927,106.77278666297721,582734441
Depok,474,703,5,5,0,2008,SHM,Bagus,-6.224215894025071,106.95050723904724,4003181756
Bekasi,222,377,7,7,1,2002,HGB,Baru,-6.254883907858521,106.83785394578007,2254932305
Bogor,380,576,7,7,0,2013,SHM,Baru,-6.224620193132431,106.83947260521936,3165465508
Bogor,259,481,3,3,3,1986,SHM,Baru,-6.235500829112823,106.99250794854413,2396801345
Jakarta Utara,523,772,7,6,2,1988,HGB,Bagus,-6.198281203820221,106.98307728103565,5683626964
Jakarta Barat,264,346,3,2,1,1983,HGB,Bagus,-6.225018771925993,106.79473045867836,2889316670
Depok,425,664,6,6,3,1981,HGB,Bagus,-6.268090129746956,106.7249853211722,4011521357
Jakarta Pusat,223,485,7,7,2,2006,HGB,Sedang,-6.211371116050465,106.784213354329,3949569111
Bogor,305,493,1,1,3,2012,SHM,Bagus,-6.2926813121851,106.68975464329965,2781252172
Jakarta Barat,345,634,4,3,1,2011,SHM,Bagus,-6.36541507090959,106.68664572374733,4578535579
Jakarta Pusat,167,224,2,1,1,2023,SHM,Sedang,-6.44950362295313,106.80656708360046,2262328092
Jakarta Utara,586,594,4,4,2,2016,HGB,Bagus,-6.254012548498955,106.98112634326311,5687172281
Bekasi,107,221,4,3,1,2006,SHM,Butuh Renovasi,-6.243270670686975,106.9588343491943,1124414992
Bogor,222,431,5,5,3,2007,SHM,Bagus,-6.109782862328499,106.84366170685364,2228229523
Jakarta Barat,521,561,3,2,2,1982,SHM,Sedang,-6.323482583067004,106.86087244197466,5686362224
Jakarta Selatan,226,398,5,4,2,2015,HGB,Sedang,-6.312053365010091,106.68189871895875,3986988280
Jakarta Pusat,457,690,6,6,3,2022,HGB,Sedang,-6.379370146530233,106.74896036986681,6950174016
Bekasi,155,435,2,1,0,1987,HGB,Butuh Renovasi,-6.425312996666937,106.68792772061902,1874444715
Bogor,255,332,6,6,2,2023,SHM,Baru,-6.17951842749839,106.92145265046253,2134211096
Depok,88,195,1,1,0,2020,HGB,Baru,-6.362611627481236,106.72660665472849,1006414197
Jakarta Pusat,486,766,2,2,3,2016,SHM,Sedang,-6.236883298639486,106.95809507279259,7067983251
Bogor,447,485,5,4,3,2017,SHM,Bagus,-6.209279437559081,106.88586378037625,3454767406
Jakarta Pusat,272,390,7,6,2,2001,SHM,Sedang,-6.285067159447923,106.75341397648504,4169269016
Bekasi,441,467,7,7,1,1993,SHM,Baru,-6.143276760440482,106.73047050146664,3441827274
Bogor,457,560,5,5,2,1994,HGB,Sedang,-6.294671805657095,106.88083990429539,3358367343
Tangerang,282,355,6,6,1,1983,HGB,Baru,-6.350281981935383,106.96826783369035,2626516625
Jakarta Barat,107,297,5,5,0,1997,SHM,Bagus,-6.136394566963432,106.90987527005261,2094418539
Bekasi,220,366,5,4,1,1980,HGB,Butuh Renovasi,-6.148452500512515,106.79153492851309,1944689569
Jakarta Pusat,41,295,4,3,2,1991,SHM,Baru,-6.3925860185232555,106.86796275048597,1776457604
Depok,241,524,1,1,1,2020,SHM,Bagus,-6.440913643576128,106.77944374251918,2368978313
Jakarta Selatan,579,791,7,6,3,2021,SHM,Baru,-6.418505055277633,106.99972786136917,8691248509
Jakarta Pusat,422,544,4,3,0,1996,SHM,Sedang,-6.349708410506164,106.9196285403078,5777666132
Jakarta Barat,111,316,5,4,3,1998,SHM,Sedang,-6.109709069390401,106.87660212472217,2050606241
Bogor,212,451,3,3,3,2015,HGB,Sedang,-6.254519346393711,106.81544292568508,2210415327
Jakarta Selatan,384,669,4,3,3,1986,HGB,Bagus,-6.319358393789756,106.87780873288307,6401695686
Jakarta Timur,290,311,5,4,3,1988,HGB,Bagus,-6.138949366885538,106.78931713998955,3178969709
Jakarta Pusat,343,601,7,7,1,1987,SHM,Baru,-6.291402283982525,106.68923674862657,5779760793
Jakarta Utara,380,484,5,4,3,2004,HGB,Bagus,-6.339666480059643,106.80642832715412,3871340853
Jakarta Timur,162,419,1,1,1,1986,HGB,Bagus,-6.120573164939019,106.97775386226556,2540217902
Jakarta Pusat,322,525,6,5,3,2021,Girik,Sedang,-6.152668816832563,106.88041635032764,5180494142
Tangerang,522,783,2,2,2,1987,SHM,Baru,-6.154716068603196,106.7068658249827,4326561984
Jakarta Utara,418,524,4,4,3,2003,Girik,Baru,-6.270700339932425,106.96319795628641,4544949077
Jakarta Selatan,441,691,4,3,2,1996,HGB,Baru,-6.173696560414591,106.7660399517893,6955079492
Depok,423,643,4,4,1,1991,HGB,Bagus,-6.387226324257407,106.75800623778647,3688751271
Tangerang,560,781,5,4,0,2010,SHM,Baru,-6.249371964855315,106.77506911000971,4766851633
Jakarta Timur,592,849,1,1,1,1991,SHM,Baru,-6.105653927003359,106.86470471556031,6598338398
Bogor,311,511,5,4,0,1981,SHM,Baru,-6.348164549318714,106.85430018989888,2519659095
Jakarta Barat,535,792,5,5,0,1991,SHM,Sedang,-6.1719766847633135,106.83725240147932,6192787314
Depok,372,596,6,5,3,2006,SHM,Baru,-6.278332557477176,106.90961179632404,3403041700
Tangerang,516,717,3,2,0,1986,Girik,Sedang,-6.43606801087227,106.78129207402719,4448851379
Bogor,308,533,1,1,1,1992,SHM,Bagus,-6.182943210764516,106.93026064690318,2645138840
Bogor,93,328,4,3,3,2015,SHM,Bagus,-6.391000799462761,106.73610293708116,1392003616
Jakarta Pusat,363,545,2,1,0,1980,SHM,Baru,-6.228984251503538,106.93043865250465,5258580058
Tangerang,144,343,4,4,1,2014,SHM,Bagus,-6.42001753208356,106.89241923368009,1896548069
Jakarta Selatan,314,559,5,4,0,2009,SHM,Bagus,-6.118596410876412,106.89862665905522,5185309533
Jakarta Utara,363,473,1,1,0,2010,SHM,Baru,-6.347896639486874,106.83409708708072,3562681329
Jakarta Utara,350,355,7,6,3,1996,SHM,Butuh Renovasi,-6.370737357912912,106.89344049045788,3847735821
Jakarta Timur,509,744,1,1,3,1987,HGB,Bagus,-6.404802258576783,106.70553505489903,5648635791
Jakarta Timur,146,272,1,1,1,1982,SHM,Baru,-6.118899232331333,106.9524963574558,1994092098
Jakarta Utara,264,367,3,2,3,1989,HGB,Bagus,-6.200833690145543,106.69777511471605,3128944556
Jakarta Selatan,532,768,4,4,3,2013,Girik,Bagus,-6.190418688948669,106.72759728315889,8015900901
Jakarta Barat,191,345,3,3,2,2001,SHM,Sedang,-6.275208403516914,106.86457270671912,2648677796
Bekasi,508,764,7,6,2,1983,HGB,Bagus,-6.283845275155331,106.91661166574615,4684670594
Jakarta Barat,307,541,7,7,1,2011,SHM,Baru,-6.411492564952983,106.70440050059081,3995304159
Jakarta Pusat,37,325,6,6,3,2008,SHM,Baru,-6.254055616545603,106.97464474051914,1807210260
Bekasi,546,585,2,1,1,1990,SHM,Bagus,-6.3635792267119236,106.99155444761622,4025580809
Bekasi,321,608,6,5,2,1992,SHM,Bagus,-6.107999133519858,106.87390405536247,3111186663
Tangerang,48,244,5,4,2,1983,Girik,Bagus,-6.171196670994698,106.8339979057206,1255224279
Jakarta Selatan,533,805,3,2,2,1981,SHM,Sedang,-6.305452778932489,106.91724639112952,8059735885
Jakarta Selatan,273,536,3,2,1,2013,SHM,Sedang,-6.3970305594579635,106.78507435274472,4849315807
Bekasi,129,185,6,6,3,2022,SHM,Bagus,-6.175133908101426,106.83784461891364,1254530843
Tangerang,373,670,5,4,0,2001,SHM,Sedang,-6.407281181521539,106.97316832858061,3740368307
Bekasi,206,303,1,1,3,1984,HGB,Baru,-6.383733186276025,106.98580973607729,1673605196
Depok,502,638,5,4,1,1988,SHM,Bagus,-6.375967818789521,106.97666211713639,4082534609
Jakarta Timur,178,264,4,3,2,1999,SHM,Butuh Renovasi,-6.2550882766044165,106.76398338142843,2567689473
Jakarta Timur,236,477,6,6,0,2000,SHM,Bagus,-6.174530171103371,106.75439009286937,3168676091
Jakarta Barat,215,413,5,4,1,1996,SHM,Bagus,-6.3399897924463575,106.77525264189738,3008786809
Jakarta Pusat,399,482,1,1,2,1991,SHM,Baru,-6.420365565003649,106.8212195559643,5274838622
Jakarta Timur,514,755,5,5,1,2007,SHM,Sedang,-6.287411537766453,106.78053357209343,5944862658
Bogor,506,786,3,3,0,1997,SHM,Bagus,-6.188161415594022,106.7997480946365,3582097445
Jakarta Barat,419,670,2,1,2,1982,HGB,Sedang,-6.372417654919414,106.87860382467865,5141385867
Jakarta Timur,452,641,3,2,3,1984,SHM,Baru,-6.373026408186219,106.92400821667007,5073977554
Jakarta Pusat,343,494,7,6,1,1993,HGB,Baru,-6.118470540428651,106.91537862344573,5127283671
Jakarta Selatan,402,679,2,1,0,2005,Girik,Bagus,-6.116046195508288,106.94061554146533,6372780170
Jakarta Selatan,36,174,7,6,3,1998,HGB,Bagus,-6.103336993778448,106.69029900902893,1526310851
Bekasi,79,254,5,4,0,2020,SHM,Sedang,-6.167319139448827,106.6952748126972,1227787436
Depok,133,140,4,4,1,1996,HGB,Sedang,-6.3841355407912195,106.93260254742036,981943284
Jakarta Selatan,300,594,5,4,0,2018,HGB,Bagus,-6.375806467720259,106.85058522314388,5227241074
Tangerang,175,409,1,1,2,2021,HGB,Baru,-6.330921165467163,106.86500501560388,1887744351
Jakarta Timur,516,678,5,4,0,1983,SHM,Baru,-6.338653614033278,106.6968277952686,5715594008
Tangerang,272,320,2,1,1,2021,SHM,Bagus,-6.115215287822696,106.76170041637481,2058686684
Jakarta Pusat,107,144,3,3,2,2014,Girik,Baru,-6.173824105991407,106.88427337756336,1688905317
Jakarta Selatan,225,360,4,4,0,2003,SHM,Sedang,-6.196596922743456,106.95493820483541,3843328698
Depok,303,521,7,7,0,2020,SHM,Baru,-6.384912871579654,106.97343468709805,2486620538
Jakarta Pusat,356,651,5,5,2,1992,SHM,Sedang,-6.131666054223184,106.84013423866723,5804663562
Bogor,142,175,5,5,3,2012,HGB,Sedang,-6.1602453671728385,106.85455175447623,1006175166
Bogor,267,345,3,2,3,1994,SHM,Bagus,-6.392725355535227,106.94657588194208,2085941074
Tangerang,77,312,4,4,2,1994,HGB,Sedang,-6.14509038381366,106.85203987223916,1503719538
Bekasi,174,446,6,6,0,2010,SHM,Sedang,-6.354713362270335,106.84539472817194,2009862968
Jakarta Barat,308,468,7,6,3,2022,SHM,Sedang,-6.421695588958763,106.96962689208351,4156109010
Bekasi,516,690,5,4,2,2007,SHM,Bagus,-6.220112192720026,106.93277847073789,4388625865
Bekasi,451,671,5,5,1,1989,HGB,Bagus,-6.221168369215484,106.97090320843562,3879516243
Depok,541,549,6,5,0,1986,SHM,Sedang,-6.416773796652034,106.74983905752997,3892504057
Jakarta Selatan,459,747,7,6,1,2012,SHM,Bagus,-6.338401866872196,106.84780015572971,7453400640
Depok,442,554,2,2,0,1986,SHM,Sedang,-6.102514938210561,106.94959108114988,3587633613
Jakarta Pusat,425,629,2,1,3,1984,SHM,Bagus,-6.212550666546942,106.71556730478949,5980278971
Bogor,377,562,1,1,1,2005,HGB,Baru,-6.1944736916888345,106.93429188937407,3009823135
Depok,528,724,3,3,1,1995,SHM,Butuh Renovasi,-6.375478950038493,106.73855148269277,3991662515
Jakarta Pusat,227,492,4,3,2,1987,SHM,Baru,-6.42242627514863,106.93859800159531,3863663825
Depok,534,795,5,5,3,2001,SHM,Butuh Renovasi,-6.3530844085906715,106.8758403000182,4346722012
Bekasi,268,515,7,7,3,2013,SHM,Baru,-6.362885565182383,106.74183551727516,2798842045
Jakarta Timur,262,376,5,4,0,2019,HGB,Bagus,-6.367909564738182,106.8314733373865,3274448700
Tangerang,406,526,1,1,2,2007,SHM,Bagus,-6.382535987339536,106.89820965326744,3019539123
Jakarta Barat,174,314,7,6,2,2015,SHM,Butuh Renovasi,-6.248835508270608,106.88283292828274,2743031024
Depok,184,248,7,6,0,1986,SHM,Sedang,-6.3351637834553625,106.81671910279415,1713034315
Jakarta Barat,150,425,5,5,1,2019,HGB,Sedang,-6.1628792447333645,106.96779728925469,2507066764
Jakarta Utara,485,723,3,2,0,2022,SHM,Bagus,-6.385618403753416,106.84616429263612,5317736405
Depok,98,107,1,1,0,2007,SHM,Baru,-6.287380525196009,106.84187753552918,660525297
Jakarta Timur,139,371,3,3,0,1981,HGB,Sedang,-6.4452197572508725,106.69992018878128,2533185428
Jakarta Barat,308,502,1,1,2,1988,HGB,Bagus,-6.281411187140683,106.97507852473524,3874169316
Depok,41,52,5,5,0,1985,SHM,Sedang,-6.430456622693234,106.73667730197708,559893135
Jakarta Selatan,182,358,1,1,0,1980,SHM,Sedang,-6.107796770844574,106.8490703018997,3179632814
Tangerang,219,395,2,1,0,1982,SHM,Bagus,-6.173292754972355,106.9371416324481,2300728503
Jakarta Timur,63,279,7,6,3,1989,HGB,Sedang,-6.278460983177241,106.74894504862581,1931874475
Jakarta Barat,585,595,4,4,1,2016,Girik,Sedang,-6.419694424637227,106.84875945279067,6193705789
Jakarta Timur,154,271,5,5,1,2023,SHM,Butuh Renovasi,-6.242644095723355,106.75701917095148,2310369931
Jakarta Pusat,328,491,6,6,1,2002,HGB,Bagus,-6.1844326872543425,106.92310239929597,5155839746
Tangerang,406,444,4,4,1,2012,SHM,Sedang,-6.38324896144834,106.8605891737194,3380793661
Depok,279,331,5,4,2,1988,HGB,Bagus,-6.251127080724378,106.95391227532645,2251102526
Depok,253,470,4,4,2,1992,HGB,Baru,-6.165026185565996,106.96625856092076,2644585617
Depok,212,417,2,1,0,2007,HGB,Baru,-6.181113277823789,106.88759471438253,1927954027
Tangerang,334,389,4,4,2,1986,SHM,Baru,-6.168952793746496,106.91212519877087,2836335476
Jakarta Selatan,93,210,1,1,1,2005,SHM,Baru,-6.1422368012955975,106.8557504319638,1686776271
Jakarta Utara,304,556,4,3,3,1995,HGB,Baru,-6.121811264244185,106.80301719458157,3883097221
Bogor,343,628,5,4,0,2019,SHM,Sedang,-6.308067595678763,106.88739773536668,3201334402
Bekasi,323,590,6,5,0,2005,SHM,Bagus,-6.250930814116993,106.97065235951595,3019970186
Jakarta Barat,140,430,6,6,1,2018,SHM,Bagus,-6.173269165884036,106.81333772173807,2461240432
Jakarta Selatan,263,442,3,2,1,2011,SHM,Bagus,-6.206001065118976,106.78061120843962,4397180766
Jakarta Barat,282,516,7,7,1,2015,HGB,Bagus,-6.101567920107467,106.80429982033682,4099339860
Depok,529,724,4,3,2,2021,SHM,Baru,-6.445212822113374,106.81932724166772,4504169735
Jakarta Timur,118,197,6,5,0,1980,SHM,Bagus,-6.325703374639473,106.70353952927287,1798033865
Jakarta Barat,221,355,4,4,1,2000,SHM,Sedang,-6.351640225805429,106.8395013889392,2997645531
Depok,287,308,7,7,3,1992,HGB,Sedang,-6.358189452442063,106.83818055937603,2316887097
Jakarta Barat,390,614,6,5,0,2005,HGB,Bagus,-6.37211457612539,106.86830202484497,5010754345
Jakarta Timur,245,302,7,6,0,1988,SHM,Bagus,-6.20180665571467,106.79610240975083,3166824160
Depok,482,574,4,4,2,2016,SHM,Bagus,-6.420334184353638,106.8761944307058,3637551176
Jakarta Utara,495,686,5,4,0,2002,SHM,Bagus,-6.190436908119832,106.96102921928775,5095302623
Jakarta Selatan,507,609,4,4,1,1980,SHM,Bagus,-6.207300955294304,106.98575071695845,7067684370
Jakarta Pusat,405,411,7,7,1,1981,HGB,Sedang,-6.362218553624686,106.86675590916514,5465665957
Bekasi,527,654,5,5,3,2022,SHM,Baru,-6.361508175892194,106.6936291052705,4215476797
Tangerang,172,226,5,4,0,2007,SHM,Sedang,-6.229898795129424,106.99015551912548,1885565651
Bekasi,402,632,3,2,0,2015,SHM,Bagus,-6.183240113080712,106.9058758594868,3251942829
Bekasi,219,280,6,6,2,2010,HGB,Bagus,-6.143230035419422,106.78750836753717,1748165899
Depok,322,561,1,1,1,2020,HGB,Bagus,-6.151751152650933,106.7270904643084,3005600106
Jakarta Utara,507,596,5,5,3,1984,HGB,Bagus,-6.112290952042651,106.72589395591561,4958809043
Jakarta Pusat,410,641,7,7,1,2016,SHM,Bagus,-6.246515286632221,106.73367820996468,6344618188
Jakarta Selatan,572,804,6,5,0,2004,SHM,Baru,-6.1319705535308735,106.69458320691643,8691873147
Jakarta Selatan,546,837,2,2,0,1987,HGB,Bagus,-6.167020354358856,106.96868934036893,8234243635
Jakarta Timur,285,436,4,3,3,2013,SHM,Bagus,-6.136866331490095,106.85304583450475,3354213025
Tangerang,545,689,7,7,0,2018,HGB,Baru,-6.445930689550122,106.90398701206843,4810443554
Jakarta Barat,108,237,2,1,3,2011,SHM,Baru,-6.111933952846966,106.94499472296586,1710517523
Jakarta Utara,317,457,7,6,3,1990,SHM,Bagus,-6.284264443003733,106.93329312202663,3679868937
Jakarta Barat,395,487,4,3,1,2004,SHM,Baru,-6.170635953648805,106.96243379959323,4690626095
Jakarta Pusat,45,158,3,2,3,1982,HGB,Baru,-6.405478558231777,106.98952147920798,1187978169
Bekasi,246,529,7,6,0,2011,SHM,Bagus,-6.311420616465109,106.82050259671742,2557349388
Jakarta Selatan,187,329,5,5,2,2014,HGB,Butuh Renovasi,-6.354988767942653,106.98410734933388,3127189030
Jakarta Pusat,40,262,1,1,2,2011,HGB,Sedang,-6.347919430324672,106.9114527834697,1677506217
Bekasi,230,461,5,4,0,2013,HGB,Butuh Renovasi,-6.406860533017191,106.70261382089859,2386396947
Jakarta Selatan,318,350,4,4,2,2016,SHM,Bagus,-6.167982658609947,106.89817059878796,4328078971
Bekasi,499,774,7,7,2,1984,SHM,Bagus,-6.446765189896623,106.89974933107355,4181152863
Tangerang,148,317,1,1,3,2007,Girik,Sedang,-6.340623090055179,106.96987538041361,1822508351
