city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,source,log_harga
Jakarta Selatan,296,430,2,1,2,1996,SHM,Bagus,-6.19936782875897,106.9689641725338,4402262452.0,kaggle,22.2053844395819
Jakarta Utara,461,486,7,6,0,2013,SHM,Sedang,-6.411699358307407,106.70674631104012,4498882557.0,kaggle,22.227094882441616
Tangerang,122,133,5,5,1,1985,SHM,Baru,-6.355335813034222,106.94323997685714,1253005459.0,kaggle,20.948810870392748
Jakarta Pusat,500,571,3,2,0,2015,Girik,Bagus,-6.433677434838444,106.72862800828104,6657939229.0,kaggle,22.619075848692013
Jakarta Barat,111,243,7,7,2,2014,SHM,Baru,-6.298678291581654,106.69220211650928,1531194645.0,kaggle,21.14931408205288
Bogor,506,611,1,1,1,2018,HGB,Baru,-6.160393992407135,106.910236624083,3459083094.0,kaggle,21.96426938945187
Jakarta Pusat,449,668,2,1,0,2018,SHM,Baru,-6.441367709095696,106.76968489605582,6149281862.0,kaggle,22.53960114170276
Jakarta Barat,492,668,3,2,2,1995,HGB,Bagus,-6.213636765617491,106.908638768891,5643213415.0,kaggle,22.453719494817776
Jakarta Timur,320,601,1,1,0,1981,SHM,Baru,-6.123626443920191,106.8576272801513,4212592168.0,kaggle,22.161344012266834
Bekasi,274,406,2,1,3,1987,HGB,Butuh Renovasi,-6.367075248471086,106.71481836487362,2242897246.0,kaggle,21.531034280913527
Depok,593,614,3,2,1,1994,HGB,Bagus,-6.2072278057453225,106.97828162345635,4187087358.0,kaggle,22.155271188107772
Depok,407,675,3,2,1,2006,SHM,Sedang,-6.1087143346149295,106.82474053592432,3629540365.0,kaggle,22.012371856269425
Bogor,530,690,7,7,1,1995,HGB,Butuh Renovasi,-6.113202678946638,106.91502312889558,4204067800.0,kaggle,22.159318417566556
Tangerang,80,186,6,6,3,1980,SHM,Sedang,-6.3677747824398,106.840326583045,1363824994.0,kaggle,21.03355908535025
Jakarta Utara,436,714,3,2,1,1989,HGB,Butuh Renovasi,-6.414884131375776,106.8733956719876,4943597692.0,kaggle,22.321359181015776
Tangerang,282,516,6,5,3,1986,SHM,Baru,-6.3981011117364295,106.77688754955416,3067570026.0,kaggle,21.844151562976627
Jakarta Utara,485,502,4,3,1,1989,HGB,Sedang,-6.2042875160312505,106.74411529728113,4724987499.0,kaggle,22.27613075238597
Tangerang,520,761,7,7,0,1991,HGB,Bagus,-6.1959843935913534,106.85362246509058,4566838144.0,kaggle,22.242086930407396
Bekasi,53,169,5,4,0,1996,SHM,Bagus,-6.21401720343013,106.82087007135073,606093194.0,kaggle,20.222544319338272
Jakarta Timur,324,609,7,7,0,1991,SHM,Bagus,-6.332372564290217,106.80483622829888,4174996359.0,kaggle,22.152379323392562
Jakarta Timur,449,730,1,1,0,1994,HGB,Butuh Renovasi,-6.390578071084657,106.89522150243027,5394009637.0,kaggle,22.4085548484625
Jakarta Barat,270,413,5,4,3,2011,HGB,Butuh Renovasi,-6.246733617816711,106.90096212224356,3816881977.0,kaggle,22.06269969013715
Jakarta Timur,451,655,5,4,2,2011,Girik,Baru,-6.280711843984746,106.6946944179492,5200897239.0,kaggle,22.372096993803265
Jakarta Timur,534,572,6,5,2,2005,SHM,Bagus,-6.194908048507194,106.78839823815798,5736027007.0,kaggle,22.470032648740315
Jakarta Pusat,150,303,5,4,0,1993,SHM,Sedang,-6.295523972460033,106.81176465607244,2647540273.0,kaggle,21.696896847411008
Jakarta Pusat,269,444,3,3,2,2005,SHM,Sedang,-6.3314761068597365,106.71100549157254,4239454967.0,kaggle,22.167700552644607
Jakarta Barat,575,815,6,5,2,1984,SHM,Baru,-6.347282497924345,106.75548827734346,6752369254.0,kaggle,22.63315928098524
Bogor,46,179,5,5,1,2017,SHM,Bagus,-6.375985387982589,106.69652537511128,1001282280.0,kaggle,20.72454729652625
Jakarta Pusat,241,286,6,6,3,1983,SHM,Sedang,-6.356988768334668,106.99879747155744,3404607617.0,kaggle,21.948395532903188
Bogor,282,331,4,3,0,2007,SHM,Sedang,-6.416809346404564,106.91569830495035,1945607975.0,kaggle,21.388840349234297
Jakarta Selatan,594,759,6,5,2,1980,SHM,Bagus,-6.328600046174889,106.70798405008088,8544412648.0,kaggle,22.868543414931512
Jakarta Pusat,162,267,2,1,2,1992,SHM,Sedang,-6.437200565672965,106.68647980153284,2676064962.0,kaggle,21.70761325507618
Bekasi,182,397,3,3,0,2022,HGB,Bagus,-6.384755153491786,106.91017209604873,1886797966.0,kaggle,21.35814703188811
Jakarta Barat,153,298,1,1,1,1982,SHM,Butuh Renovasi,-6.188630344383199,106.82054149301844,2002845989.0,kaggle,21.417835001008427
Jakarta Selatan,417,488,2,2,0,2004,SHM,Bagus,-6.336085853963182,106.93177494690066,5517448281.0,kaggle,22.431181322603116
Bekasi,447,719,2,1,1,2021,SHM,Bagus,-6.216117044057929,106.97551233210189,3506216241.0,kaggle,21.977803299238843
Bekasi,398,644,2,2,2,1995,SHM,Sedang,-6.199090538540952,106.87177612448524,3331562036.0,kaggle,21.92670711113523
Bekasi,544,729,5,5,3,2000,HGB,Baru,-6.24658513004376,106.73987469533353,4405312924.0,kaggle,22.20607713240394
Bogor,172,241,6,6,1,1992,SHM,Butuh Renovasi,-6.11445579052211,106.93030209153488,1641594083.0,kaggle,21.21893360913306
Tangerang,210,359,6,5,1,2023,HGB,Sedang,-6.44249604668191,106.9858597578158,2024533893.0,kaggle,21.42860533520793
Jakarta Selatan,324,569,7,7,0,2015,SHM,Butuh Renovasi,-6.19147157229415,106.86567401185918,5561628139.0,kaggle,22.439156733277542
Jakarta Utara,516,777,5,5,2,1987,HGB,Bagus,-6.114424674620857,106.89823918312985,5647876235.0,kaggle,22.454545424007744
Jakarta Selatan,54,79,3,2,3,2023,SHM,Sedang,-6.148204894726471,106.78799190241176,948334410.0,kaggle,20.670217752235562
Tangerang,230,369,5,4,0,1998,SHM,Sedang,-6.391237557868245,106.8020888622913,2426907964.0,kaggle,21.609883841669827
Jakarta Selatan,365,463,5,4,0,1995,HGB,Sedang,-6.335612892811894,106.91508943931298,4888997739.0,kaggle,22.31025315828059
Jakarta Timur,210,487,5,5,3,1991,SHM,Baru,-6.389641856043237,106.97688675149018,3013025659.0,kaggle,21.82621061348712
Jakarta Utara,484,534,3,3,2,1999,HGB,Bagus,-6.239542072664854,106.8812762839118,4722846833.0,kaggle,22.27567759752297
Tangerang,389,539,7,7,3,1997,SHM,Bagus,-6.200734206307177,106.93275133071532,3600054350.0,kaggle,22.00421477979451
Bogor,534,637,3,2,0,1991,HGB,Bagus,-6.339024180722929,106.73492320557293,3475202323.0,kaggle,21.968918537002104
Depok,176,264,4,4,0,2004,HGB,Sedang,-6.261172699105496,106.74782690888256,1511868942.0,kaggle,21.13661243303695
Tangerang,128,268,7,6,1,1990,Girik,Bagus,-6.208177800475082,106.85025109978668,1781302277.0,kaggle,21.300610550603192
Jakarta Barat,274,486,4,3,3,2001,SHM,Sedang,-6.302531064186133,106.73649734151772,3527775434.0,kaggle,21.983933320854185
Tangerang,240,472,4,4,3,2013,SHM,Bagus,-6.151094564340589,106.8831984224707,2736912841.0,kaggle,21.73009642214278
Jakarta Timur,595,777,4,4,3,1992,Girik,Baru,-6.179957522649264,106.77332901932633,6378625961.0,kaggle,22.576218544650743
Depok,468,718,6,6,0,2017,HGB,Baru,-6.4273670596523,106.9332904379734,3740561391.0,kaggle,22.042501541921087
Jakarta Timur,280,288,2,1,2,1991,SHM,Bagus,-6.23260614531821,106.9385953109166,2954062827.0,kaggle,21.806447289617505
Depok,352,430,2,1,0,2018,SHM,Bagus,-6.367636057164088,106.82841198584173,2689103766.0,kaggle,21.71247380292704
Jakarta Barat,330,381,4,4,1,2015,SHM,Bagus,-6.254868607366453,106.73785940321204,3445409506.0,kaggle,21.960308604304018
Bogor,317,585,4,3,0,2007,Girik,Sedang,-6.115089045078461,106.8869679875462,2678483153.0,kaggle,21.708516483924463
Jakarta Timur,52,277,1,1,0,2006,SHM,Bagus,-6.142328298406712,106.99769184584434,1508894462.0,kaggle,21.13464307591654
Jakarta Timur,106,156,2,2,0,2018,SHM,Butuh Renovasi,-6.308419258909704,106.8792290873416,1357952851.0,kaggle,21.029244146776232
Bekasi,304,489,1,1,1,1992,HGB,Butuh Renovasi,-6.347970149579476,106.69144790102848,2715557908.0,kaggle,21.722263260566237
Depok,360,393,7,6,3,2022,HGB,Baru,-6.36795798945711,106.68553407224547,2773502349.0,kaggle,21.743376744764053
Jakarta Pusat,340,630,1,1,2,2019,HGB,Sedang,-6.2636197955852175,106.78251583055754,5599291767.0,kaggle,22.44590595668951
Depok,486,715,5,5,2,2006,SHM,Sedang,-6.41001304135968,106.74265081819532,3892157048.0,kaggle,22.082229352203235
Bekasi,42,172,6,6,1,2010,SHM,Bagus,-6.257753747155113,106.94017638628586,697152119.0,kaggle,20.36251419455313
Jakarta Selatan,349,468,7,6,3,1981,Girik,Bagus,-6.449533226178223,106.95033781345153,5462467897.0,kaggle,22.42116652055451
Depok,138,384,3,3,3,1997,HGB,Sedang,-6.336652629238954,106.76275800681935,1525337935.0,kaggle,21.145481819833762
Bogor,228,419,2,1,1,2005,HGB,Butuh Renovasi,-6.3730229901592965,106.78420632862397,2195134143.0,kaggle,21.50950899504583
Bekasi,564,773,4,4,0,2021,HGB,Bagus,-6.110073423513726,106.75559902966884,4289388518.0,kaggle,22.179410023363427
Jakarta Selatan,206,308,7,6,3,2010,SHM,Baru,-6.195465188150507,106.9706824151588,3318190650.0,kaggle,21.922685486678148
Jakarta Utara,572,704,4,4,2,2017,HGB,Bagus,-6.327621316838217,106.84084778707911,5976975734.0,kaggle,22.511180547051328
Bekasi,286,424,3,2,1,2001,SHM,Baru,-6.417504219714283,106.88996385410626,2327887183.0,kaggle,21.568226905160255
Jakarta Utara,422,542,7,7,2,2015,SHM,Bagus,-6.269119791858282,106.81295426774388,4687273223.0,kaggle,22.268116848192644
Jakarta Timur,242,335,2,1,0,1998,HGB,Sedang,-6.375293241535886,106.88192454192144,2512842045.0,kaggle,21.644680238777152
Bekasi,576,704,7,6,1,1993,SHM,Bagus,-6.262249658935574,106.80347372055095,4514509889.0,kaggle,22.230562466428204
Jakarta Barat,451,541,4,3,2,1993,SHM,Baru,-6.157623176037387,106.78869710007336,5133029737.0,kaggle,22.35896191400088
Jakarta Utara,415,506,4,3,2,2008,SHM,Sedang,-6.234472606764515,106.88303362341551,4141141382.0,kaggle,22.144237283163182
Bogor,179,241,5,5,0,1996,SHM,Bagus,-6.228174053159249,106.86913986497568,1661309026.0,kaggle,21.23087169903845
Jakarta Barat,60,88,1,1,1,2016,HGB,Baru,-6.260639398828016,106.77392894533376,712357173.0,kaggle,20.384089992468923
Tangerang,108,317,7,6,3,1988,HGB,Sedang,-6.125457028579007,106.72779150410224,1737213675.0,kaggle,21.27554833103236
Tangerang,128,139,4,4,3,1980,SHM,Butuh Renovasi,-6.123834060452788,106.7979445420282,1087600621.0,kaggle,20.80723984262386
Jakarta Selatan,540,836,6,5,2,1983,SHM,Sedang,-6.2705468796242565,106.81286324452542,8291645738.0,kaggle,22.838514307380073
Jakarta Timur,371,500,2,2,0,1986,SHM,Bagus,-6.342984179499774,106.88117898669589,3885678646.0,kaggle,22.08056348942305
Bekasi,460,752,6,5,2,1990,SHM,Bagus,-6.289144547942195,106.9726492043638,4030654009.0,kaggle,22.11719448509796
Jakarta Pusat,534,706,3,2,0,1993,HGB,Baru,-6.384704730731535,106.69157913521056,7566630457.0,kaggle,22.747013687467867
Bogor,399,606,7,6,3,2021,SHM,Sedang,-6.2272794896386685,106.7579715240134,3556518487.0,kaggle,21.992047950493514
Jakarta Utara,234,257,5,4,2,1998,HGB,Bagus,-6.274967682476218,106.74198910152948,2552769936.0,kaggle,21.660444856378238
Jakarta Barat,448,546,2,1,2,2019,SHM,Butuh Renovasi,-6.413844832765352,106.84073421078202,4819807264.0,kaggle,22.295999777694917
Tangerang,374,512,5,4,0,1982,SHM,Butuh Renovasi,-6.380823276608135,106.81750425825382,3147688156.0,kaggle,21.86993410192129
Bogor,464,637,1,1,1,1987,SHM,Bagus,-6.282128815330165,106.91329203962246,3221057856.0,kaggle,21.892975669568177
Jakarta Pusat,174,202,4,4,0,2008,SHM,Butuh Renovasi,-6.139343853248399,106.75757309201435,2381924939.0,kaggle,21.591174796048016
Bekasi,577,719,2,1,1,2016,HGB,Butuh Renovasi,-6.251763247779116,106.87023947703992,4386269382.0,kaggle,22.2017449038887
Jakarta Selatan,92,133,3,2,3,2022,SHM,Bagus,-6.211462749927035,106.962834324352,1663540733.0,kaggle,21.232214140048164
Jakarta Pusat,267,565,7,7,2,1988,SHM,Bagus,-6.331340007589632,106.97141687677386,4863111224.0,kaggle,22.304944239790654
Bogor,470,677,1,1,2,1998,HGB,Sedang,-6.250006012434518,106.98681107351202,3590517218.0,kaggle,22.001562101214052
Jakarta Pusat,419,610,1,1,0,1991,HGB,Bagus,-6.293417062076676,106.9274435686656,6054792695.0,kaggle,22.524115976536308
Bogor,595,754,5,4,0,2006,SHM,Bagus,-6.219304530581893,106.96991613000286,4276636589.0,kaggle,22.17643269414534
Bogor,229,292,1,1,3,2016,Girik,Baru,-6.432298551872346,106.7550498790353,1879757021.0,kaggle,21.35440836181857
Depok,569,811,2,1,3,2004,SHM,Bagus,-6.277344924316364,106.74322590219217,4427689971.0,kaggle,22.211143833984792
Jakarta Utara,553,810,5,4,1,2017,HGB,Butuh Renovasi,-6.346402581199611,106.68207618680978,6115957287.0,kaggle,22.5341671413394
Tangerang,220,371,1,1,3,1996,SHM,Baru,-6.335835228552732,106.90619019437732,2091194613.0,kaggle,21.46100132527621
Depok,327,541,7,7,3,2023,HGB,Sedang,-6.113678898954678,106.9799895001004,3155045008.0,kaggle,21.87226859876493
Bekasi,370,535,3,2,3,2012,SHM,Bagus,-6.386056815551016,106.73981931041334,3053579779.0,kaggle,21.839580437680944
Depok,151,181,7,6,3,2018,SHM,Sedang,-6.341064161597491,106.8838219441366,1713848163.0,kaggle,21.262007067433753
Jakarta Timur,84,315,6,6,1,1993,HGB,Sedang,-6.271537598494195,106.91886712295096,1760814557.0,kaggle,21.289042355975152
Jakarta Timur,117,398,2,2,3,2007,HGB,Baru,-6.147940568147631,106.97683655524736,2388918734.0,kaggle,21.59410668838669
Tangerang,368,396,3,3,1,1997,HGB,Bagus,-6.30416547087777,106.8869952716855,3105904809.0,kaggle,21.856570914068694
Jakarta Pusat,592,786,3,3,0,2012,HGB,Sedang,-6.18964715168914,106.9904939944796,8196166813.0,kaggle,22.826932420215016
Jakarta Utara,370,625,5,4,2,2021,SHM,Bagus,-6.150269065624819,106.790295405124,4358074507.0,kaggle,22.1952961701561
Tangerang,567,847,4,4,0,1994,SHM,Sedang,-6.341494275462352,106.79197713080686,4828733990.0,kaggle,22.297850156588506
Bogor,256,549,5,5,3,1990,HGB,Sedang,-6.312537435761452,106.8537640032046,2268944155.0,kaggle,21.542580430718015
Jakarta Barat,358,444,2,1,2,2015,HGB,Bagus,-6.325205321709075,106.80272060195708,4068981717.0,kaggle,22.12665861296005
Jakarta Utara,38,186,2,2,3,1994,SHM,Butuh Renovasi,-6.158500466983727,106.680456233052,809275742.0,kaggle,20.51165026120072
Jakarta Utara,241,489,5,5,3,2009,SHM,Bagus,-6.43447859831624,106.91416704802783,3107277516.0,kaggle,21.85701278329129
Bogor,75,357,4,3,0,1994,SHM,Bagus,-6.342052618909962,106.92054945327313,1347351174.0,kaggle,21.021406409378883
Bogor,94,291,7,6,3,2002,Girik,Baru,-6.212207004841704,106.91903187349976,1381417249.0,kaggle,21.046375801872873
Jakarta Selatan,542,585,5,4,0,2022,SHM,Bagus,-6.25209477515213,106.79040661331535,7292439937.0,kaggle,22.71010402353922
Tangerang,157,184,2,1,3,1994,SHM,Sedang,-6.297298724247207,106.84713263145956,1454287399.0,kaggle,21.097781858148362
Bogor,514,530,4,3,1,2008,SHM,Bagus,-6.261018120472516,106.79519152581652,3742505022.0,kaggle,22.043021016408126
Jakarta Timur,131,257,2,1,2,1990,HGB,Sedang,-6.3808453949600885,106.6851316480098,1824636050.0,kaggle,21.324646379983644
Bekasi,449,616,4,3,0,1997,HGB,Sedang,-6.299249182437197,106.85998366120684,3524057801.0,kaggle,21.98287894726948
Jakarta Barat,270,513,4,4,0,2019,HGB,Bagus,-6.274403955538277,106.71960341314688,3663638263.0,kaggle,22.02172255181022
Tangerang,97,172,5,5,2,2010,HGB,Bagus,-6.134583807315889,106.70561322370926,1101719708.0,kaggle,20.8201381677754
Jakarta Timur,291,521,5,4,0,1988,SHM,Butuh Renovasi,-6.358707693018609,106.92175970198298,4006413187.0,kaggle,22.111162211157808
Jakarta Pusat,596,799,5,5,2,2001,SHM,Butuh Renovasi,-6.146260024242273,106.6830419847738,8429385039.0,kaggle,22.854989657307573
Bogor,383,630,4,3,1,1990,HGB,Bagus,-6.224515509710907,106.9868827019548,3249300151.0,kaggle,21.90170547225338
Bogor,159,372,4,4,3,1996,SHM,Sedang,-6.44288070912634,106.84488171651604,1941875286.0,kaggle,21.386919985906875
Jakarta Utara,517,731,2,1,1,2012,SHM,Bagus,-6.196379032085212,106.99456525782595,5297852546.0,kaggle,22.39056739558565
Jakarta Timur,352,509,3,3,3,1990,HGB,Baru,-6.437556842857831,106.69855922319128,3846976694.0,kaggle,22.070553402730972
Jakarta Utara,539,607,5,4,2,2018,HGB,Sedang,-6.100916605615165,106.8667294556371,5361588883.0,kaggle,22.402526201683457
Jakarta Selatan,83,167,6,6,1,1987,Girik,Bagus,-6.1445771593080805,106.7917846515123,1515048176.0,kaggle,21.138713075402134
Jakarta Utara,444,710,2,1,3,1983,Girik,Baru,-6.345929688360984,106.94991439770055,4922334161.0,kaggle,22.31704867811827
Jakarta Selatan,171,239,2,2,2,2015,SHM,Sedang,-6.359906069431153,106.79559127527496,2273363078.0,kaggle,21.544526104652174
Jakarta Selatan,236,334,1,1,3,1998,HGB,Butuh Renovasi,-6.316495621263037,106.76335602529836,3322447694.0,kaggle,21.9239676057641
Bogor,285,500,5,4,0,2003,SHM,Butuh Renovasi,-6.325341562139945,106.95441700067197,2680439503.0,kaggle,21.709246612053477
Jakarta Pusat,349,509,7,7,0,2020,HGB,Bagus,-6.319681763565117,106.79988898932903,5299045531.0,kaggle,22.390792552984756
Jakarta Utara,403,496,2,2,2,1997,SHM,Bagus,-6.338603208858182,106.68538666235538,4335647722.0,kaggle,22.190136853087655
Jakarta Timur,464,637,1,1,3,2012,SHM,Baru,-6.232603307603084,106.8048925122686,5065079289.0,kaggle,22.345635629016137
Jakarta Selatan,515,679,6,6,0,2015,HGB,Sedang,-6.392507717697781,106.88944712608352,7467370168.0,kaggle,22.73380872176346
Bogor,349,463,6,6,1,1989,SHM,Butuh Renovasi,-6.153906547643895,106.76139505241804,2800421192.0,kaggle,21.75303566888613
Jakarta Barat,535,754,7,6,3,1993,HGB,Sedang,-6.16565913058904,106.81823602957606,6997502192.0,kaggle,22.668819092751477
Tangerang,390,420,5,4,3,1986,SHM,Sedang,-6.283230877250655,106.69814884425033,3377890710.0,kaggle,21.94051730164109
Jakarta Pusat,520,530,4,4,0,1991,SHM,Baru,-6.151544512152508,106.86818969328446,6432409307.0,kaggle,22.58461500299241
Depok,246,375,1,1,0,2001,SHM,Bagus,-6.363499225489397,106.92201437563531,2061851322.0,kaggle,21.446870116643844
Jakarta Barat,79,183,4,4,2,2006,HGB,Bagus,-6.443852090503611,106.81226001964836,1408184857.0,kaggle,21.06556737725751
Tangerang,576,602,6,5,3,2016,SHM,Sedang,-6.2332772262395615,106.81447444249648,4707735753.0,kaggle,22.27247289775142
Jakarta Barat,127,353,6,6,1,1990,SHM,Baru,-6.28973170756235,106.70825039954718,2614083001.0,kaggle,21.684179204513494
Jakarta Utara,300,301,3,3,0,2015,HGB,Bagus,-6.251492408796445,106.74462107664384,2941166337.0,kaggle,21.802072053232408
Jakarta Selatan,255,355,3,3,3,1992,SHM,Baru,-6.135231206843558,106.72949609700092,3817386098.0,kaggle,22.062831758069702
Jakarta Pusat,477,497,7,7,0,2011,SHM,Sedang,-6.110526049251919,106.8341400859717,6506202337.0,kaggle,22.596021764729155
Bekasi,436,493,3,2,2,1987,HGB,Sedang,-6.2279414010855385,106.84936177310423,3085369005.0,kaggle,21.849937100116666
Jakarta Selatan,435,614,3,2,3,1986,SHM,Bagus,-6.182580543551646,106.98366084201096,6432126100.0,kaggle,22.58457097388587
Bekasi,525,544,7,6,3,2022,SHM,Sedang,-6.420667048279492,106.70343408136873,4161718783.0,kaggle,22.14919399511945
Tangerang,520,774,2,2,2,2022,HGB,Bagus,-6.393749545287973,106.87195775140962,4395024592.0,kaggle,22.2037389637448
Bogor,505,542,3,2,1,1996,HGB,Baru,-6.193378318266458,106.84847952874505,3431433713.0,kaggle,21.95624400320959
Depok,480,627,2,1,0,2001,HGB,Bagus,-6.2990220902642,106.84519459133946,3565551498.0,kaggle,21.99458457702486
Jakarta Timur,304,328,2,2,2,2013,Girik,Butuh Renovasi,-6.293912155358458,106.95941097196253,3102649072.0,kaggle,21.855522123203773
Jakarta Selatan,302,422,5,5,3,1999,SHM,Bagus,-6.341987311427597,106.74577231062256,4544260153.0,kaggle,22.23713076892712
Jakarta Pusat,89,114,2,2,2,1987,Girik,Baru,-6.2374252657827896,106.69304744778924,1354456715.0,kaggle,21.02666626327562
Jakarta Barat,563,731,2,1,3,2001,Girik,Bagus,-6.385192234104329,106.89512688244294,6268656621.0,kaggle,22.558827913770955
Jakarta Pusat,555,779,3,2,2,2006,HGB,Bagus,-6.230579302240137,106.79045038852352,8059536190.0,kaggle,22.810121847268256
Tangerang,94,94,2,2,1,2013,SHM,Bagus,-6.389170400002667,106.685628773188,864624942.0,kaggle,20.57780637896049
Bekasi,75,335,4,3,3,2000,HGB,Bagus,-6.427660887851601,106.76043968233294,1491969468.0,kaggle,21.12336287538188
Jakarta Barat,272,284,7,7,2,1994,SHM,Butuh Renovasi,-6.334374808955329,106.7789845677494,3164046530.0,kaggle,21.875117593128003
Jakarta Timur,421,468,3,2,1,1984,HGB,Sedang,-6.369100880296553,106.87738828057095,4241336721.0,kaggle,22.16814432112747
Jakarta Timur,335,625,7,7,1,2017,SHM,Baru,-6.138852926505283,106.73522745409578,4509470095.0,kaggle,22.2294454882142
Jakarta Selatan,430,523,1,1,0,1996,HGB,Sedang,-6.43076629114598,106.81217739134507,5889018920.0,kaggle,22.496355253843063
Tangerang,242,502,3,2,3,1987,HGB,Sedang,-6.388185207599057,106.83439214221372,2243188104.0,kaggle,21.531163952097902
Bogor,371,648,2,1,0,1998,SHM,Sedang,-6.257948138045933,106.82695596523652,3024032958.0,kaggle,21.829857194344513
Tangerang,549,753,4,4,1,1984,HGB,Bagus,-6.281626483203384,106.99166104533336,4773194249.0,kaggle,22.28628157181646
Bekasi,213,397,7,7,0,2002,SHM,Bagus,-6.433951793568855,106.6945613560929,2094335137.0,kaggle,21.462501983389014
Jakarta Pusat,431,605,3,3,0,1998,HGB,Sedang,-6.4474616501947,106.98430981966476,6221478074.0,kaggle,22.551273348103994
Jakarta Timur,406,474,4,3,2,1993,SHM,Sedang,-6.104176220313597,106.86621990847809,4364238753.0,kaggle,22.19670961331988
Jakarta Pusat,353,456,7,7,0,1989,HGB,Bagus,-6.219407854874406,106.93463286879036,4996582821.0,kaggle,22.33202008013194
Jakarta Pusat,404,649,1,1,1,2010,SHM,Baru,-6.322107854184456,106.81772563776516,6062135503.0,kaggle,22.525327968351004
